canal_section	surveyors	tree_number	species	number_of_trees	height_metres	diameter_centimetres	w3w_url	gmaps_url	condition	action	survey_limitation	photo_1	photo_2	photo_3	photo_4
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Keith Tibbitts,Angeline Cobie"	WHL-112	Ash	2	15.0	40.0	"=HYPERLINK(""https://what3words.com/warned.launch.waddled"",""warned.launch.waddled"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774918%2C-2.343384"",""(51.774918, -2.343384)"")"	"Class 2 - 75% to 50%
Leaning over tow path or river
"	"Second opinion from Arboriculturalist
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-112-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-112-ash-condition.jpg"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"		
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Keith Tibbitts,Angeline Cobie"	WHL-113	Sycamore	2	15.0	15.0	"=HYPERLINK(""https://what3words.com/answer.walls.genius"",""answer.walls.genius"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774932%2C-2.343238"",""(51.774932, -2.343238)"")"	"
Lots of ivy in crown
"	"Second opinion from Arboriculturalist
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-113-sycamore-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Keith Tibbitts,Angeline Cobie"	WHL-114	Hawthorn	1	10.0	10.0	"=HYPERLINK(""https://what3words.com/branched.mashing.exotic"",""branched.mashing.exotic"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774812%2C-2.343259"",""(51.774812, -2.343259)"")"	"
Lots of ivy in crown
"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-114-hawthorn-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Keith Tibbitts,Angeline Cobie"	WHL-115	Sycamore	1	15.0	30.0	"=HYPERLINK(""https://what3words.com/submitted.stormy.dodging"",""submitted.stormy.dodging"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774852%2C-2.343288"",""(51.774852, -2.343288)"")"	"
Lots of ivy in crown
"	"Second opinion from Arboriculturalist
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-115-sycamore-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-115-sycamore-condition.jpg"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"		
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Keith Tibbitts,Angeline Cobie"	WHL-116	Ash	1	18.0	80.0	"=HYPERLINK(""https://what3words.com/winemaker.disputes.senses"",""winemaker.disputes.senses"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774844%2C-2.343215"",""(51.774844, -2.343215)"")"	"Class 2 - 75% to 50%
Tree is dead
"	"Second opinion from Arboriculturalist
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-116-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-116-ash-condition.jpg"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"		
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Keith Tibbitts,Angeline Cobie"	WHL-117	Ash	1	8.0	10.0	"=HYPERLINK(""https://what3words.com/reckoned.famed.nurture"",""reckoned.famed.nurture"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774794%2C-2.343214"",""(51.774794, -2.343214)"")"	"Class 4 - 25% to 0%
Tree is dead
"	"Second opinion from Arboriculturalist
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-117-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"09/11/2021
Keith Tibbitts,Angeline Cobie"	WHL-118	Sycamore	5	10.0	15.0	"=HYPERLINK(""https://what3words.com/booster.absorbing.venues"",""booster.absorbing.venues"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774791%2C-2.343251"",""(51.774791, -2.343251)"")"	"
Lots of ivy in crown
"	"Second opinion from Arboriculturalist
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-118-sycamore-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-119	Sycamore	1	20.0	35.0	"=HYPERLINK(""https://what3words.com/brains.feasted.defensive"",""brains.feasted.defensive"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774758%2C-2.343152"",""(51.774758, -2.343152)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-120	Ash	1	18.0	18.0	"=HYPERLINK(""https://what3words.com/riverbed.savers.wobbling"",""riverbed.savers.wobbling"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774765%2C-2.34325"",""(51.774765, -2.34325)"")"	"Class 1 - 100% to 75%

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-120-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-121	Alder	1	15.0	30.0	"=HYPERLINK(""https://what3words.com/reckoned.famed.nurture"",""reckoned.famed.nurture"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774777%2C-2.343206"",""(51.774777, -2.343206)"")"	"

"	"
"	Other				
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-122	Ash	1	22.0	35.0	"=HYPERLINK(""https://what3words.com/blogging.worth.unstated"",""blogging.worth.unstated"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774763%2C-2.343075"",""(51.774763, -2.343075)"")"	"Class 1 - 100% to 75%

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-122-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-123	Sycamore	1	12.0	18.0	"=HYPERLINK(""https://what3words.com/whisk.influence.rave"",""whisk.influence.rave"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774735%2C-2.343098"",""(51.774735, -2.343098)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-124	Deciduous	1	10.0	10.0	"=HYPERLINK(""https://what3words.com/archive.sideburns.silk"",""archive.sideburns.silk"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774741%2C-2.343077"",""(51.774741, -2.343077)"")"	"
Tree is dead
"	"
Remove.  It's hanging precariously in the neighbouring sycamore"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-124-deciduous-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-124-deciduous-condition.jpg"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"		
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-125	Elm	2	10.0	11.0	"=HYPERLINK(""https://what3words.com/archive.sideburns.silk"",""archive.sideburns.silk"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774733%2C-2.343055"",""(51.774733, -2.343055)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-126	Hawthorn	3	8.0	10.0	"=HYPERLINK(""https://what3words.com/elevator.random.cabbies"",""elevator.random.cabbies"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774693%2C-2.343026"",""(51.774693, -2.343026)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-127	Hawthorn	1	8.0	10.0	"=HYPERLINK(""https://what3words.com/mush.firelight.pouting"",""mush.firelight.pouting"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774742%2C-2.343138"",""(51.774742, -2.343138)"")"	"
Lots of ivy in crown
"	"Remove Branch obstruction
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-127-hawthorn-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-127-hawthorn-condition.jpg"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"		
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-128	Ash	1	18.0	30.0	"=HYPERLINK(""https://what3words.com/faded.soaps.seasonal"",""faded.soaps.seasonal"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774705%2C-2.343096"",""(51.774705, -2.343096)"")"	"Class 1 - 100% to 75%

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-128-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-129	Sycamore	1	15.0	22.0	"=HYPERLINK(""https://what3words.com/performed.pebbles.cloud"",""performed.pebbles.cloud"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774655%2C-2.34304"",""(51.774655, -2.34304)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-130	Hawthorn	5	12.0	7.0	"=HYPERLINK(""https://what3words.com/driveways.spots.handed"",""driveways.spots.handed"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774654%2C-2.342997"",""(51.774654, -2.342997)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-131	Sycamore	1	15.0	65.0	"=HYPERLINK(""https://what3words.com/originals.clumped.jolly"",""originals.clumped.jolly"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774691%2C-2.342999"",""(51.774691, -2.342999)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-132	Sycamore	1	12.0	40.0	"=HYPERLINK(""https://what3words.com/atom.without.districts"",""atom.without.districts"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774671%2C-2.342914"",""(51.774671, -2.342914)"")"	"
Lots of ivy in crown
"	"Second opinion from Arboriculturalist
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-132-sycamore-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-133	Hawthorn	1	9.0		"=HYPERLINK(""https://what3words.com/reseller.copper.easels"",""reseller.copper.easels"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774649%2C-2.342917"",""(51.774649, -2.342917)"")"	"
Lots of ivy in crown
"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-133-hawthorn-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-134	Ash	1	5.0	7.0	"=HYPERLINK(""https://what3words.com/reserving.myths.novelists"",""reserving.myths.novelists"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774652%2C-2.343155"",""(51.774652, -2.343155)"")"	"Class 1 - 100% to 75%

"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-134-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-135	Sycamore	8	6.0		"=HYPERLINK(""https://what3words.com/massing.tarnished.intricate"",""massing.tarnished.intricate"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774504%2C-2.342827"",""(51.774504, -2.342827)"")"	"

"	"
"	Could not safely access other side of tree				
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-136	Hawthorn	3	6.0	12.0	"=HYPERLINK(""https://what3words.com/overlooks.shifters.resembles"",""overlooks.shifters.resembles"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774515%2C-2.342701"",""(51.774515, -2.342701)"")"	"
Lots of ivy in crown
"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-136-hawthorn-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-137	Elm	1	10.0	10.0	"=HYPERLINK(""https://what3words.com/doctors.aquatics.growth"",""doctors.aquatics.growth"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774537%2C-2.342755"",""(51.774537, -2.342755)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-138	Hawthorn	1	14.0	20.0	"=HYPERLINK(""https://what3words.com/twinkled.punters.rather"",""twinkled.punters.rather"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774457%2C-2.34262"",""(51.774457, -2.34262)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-139	Sycamore	1	15.0	15.0	"=HYPERLINK(""https://what3words.com/branching.misfits.named"",""branching.misfits.named"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774479%2C-2.342651"",""(51.774479, -2.342651)"")"	"
Lots of ivy in crown
"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-139-sycamore-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-140	Deciduous	1	6.0	10.0	"=HYPERLINK(""https://what3words.com/expert.firebird.amount"",""expert.firebird.amount"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774478%2C-2.342575"",""(51.774478, -2.342575)"")"	"
Tree is dead
"	"
Remove. Leaning into river"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-140-deciduous-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-141	Ash	1	20.0	25.0	"=HYPERLINK(""https://what3words.com/realm.surreal.comedians"",""realm.surreal.comedians"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774504%2C-2.34259"",""(51.774504, -2.34259)"")"	"Class 1 - 100% to 75%
Lots of ivy in crown
"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-141-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-141-ash-condition.jpg"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"		
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-142	Sycamore	3	20.0	30.0	"=HYPERLINK(""https://what3words.com/utter.pipe.onto"",""utter.pipe.onto"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774441%2C-2.342586"",""(51.774441, -2.342586)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-143	Ash	1	12.0	12.0	"=HYPERLINK(""https://what3words.com/wheat.snacks.colder"",""wheat.snacks.colder"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774461%2C-2.342559"",""(51.774461, -2.342559)"")"	"Class 1 - 100% to 75%

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-143-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-144	Elm	1	8.0	10.0	"=HYPERLINK(""https://what3words.com/bypassed.digestion.student"",""bypassed.digestion.student"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774416%2C-2.342549"",""(51.774416, -2.342549)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-145	Sycamore	2	20.0	50.0	"=HYPERLINK(""https://what3words.com/distracts.gagging.glider"",""distracts.gagging.glider"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774428%2C-2.34247"",""(51.774428, -2.34247)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-146	Sycamore	1	8.0	8.0	"=HYPERLINK(""https://what3words.com/nail.union.excellent"",""nail.union.excellent"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774372%2C-2.342446"",""(51.774372, -2.342446)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-147	Ash	2	15.0	30.0	"=HYPERLINK(""https://what3words.com/nail.union.excellent"",""nail.union.excellent"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774388%2C-2.342443"",""(51.774388, -2.342443)"")"	"Class 1 - 100% to 75%

"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-147-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-148	Sycamore	1	12.0	23.0	"=HYPERLINK(""https://what3words.com/property.headset.grove"",""property.headset.grove"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774363%2C-2.342426"",""(51.774363, -2.342426)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-149	Hawthorn	1	14.0	20.0	"=HYPERLINK(""https://what3words.com/nail.union.excellent"",""nail.union.excellent"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774379%2C-2.342477"",""(51.774379, -2.342477)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-150	Deciduous	1	8.0		"=HYPERLINK(""https://what3words.com/nail.union.excellent"",""nail.union.excellent"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774383%2C-2.342467"",""(51.774383, -2.342467)"")"	"
Tree is dead
"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-150-deciduous-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-151	Hawthorn	1	12.0		"=HYPERLINK(""https://what3words.com/unsigned.rags.undivided"",""unsigned.rags.undivided"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774337%2C-2.342484"",""(51.774337, -2.342484)"")"	"

"	"
"	No				
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-152	Deciduous	1	10.0		"=HYPERLINK(""https://what3words.com/gold.comments.glance"",""gold.comments.glance"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774325%2C-2.342433"",""(51.774325, -2.342433)"")"	"
Tree is dead
"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-152-deciduous-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
2 – Whitminster Lock to Canal/Frome Junction	"12/11/2021
Keith Tibbitts,Chris Shaw"	WHL-153	Willow	1	15.0		"=HYPERLINK(""https://what3words.com/treble.roses.dissolves"",""treble.roses.dissolves"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.774288%2C-2.34241"",""(51.774288, -2.34241)"")"	"
Tree is dead
"	"Second opinion from Arboriculturalist
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WHL-153-willow-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
